title,author,isbn,category,total_copies,available_copies,language,pages
La possibilité de louer autrement,Virginie Maillot,978-0-359-65056-9,Philosophie,2,8,Italien,488
Le plaisir d'innover plus facilement,Daniel Marin,978-0-17-160461-0,Science-Fiction,3,8,Anglais,160
Le droit de concrétiser vos projets à l'état pur,Thibaut Morvan,978-0-622-69340-8,Programmation,9,2,Italien,519
La possibilité de concrétiser vos projets à l'état pur,Sylvie Colas-Delannoy,978-1-329-82236-8,Biographie,9,10,Anglais,757
Le confort d'innover sans soucis,Anaïs Diallo-Dubois,978-0-471-34305-9,Roman,4,2,Français,563
L'avantage de louer à l'état pur,Nicolas de Mace,978-1-76769-816-7,Thriller,4,5,Anglais,206
Le droit de rouler en toute tranquilité,Alix Poirier,978-1-81361-175-1,Thriller,4,8,Allemand,301
Le pouvoir d'avancer en toute tranquilité,Julien Perret,978-0-7599-5532-5,Roman,3,1,Espagnol,454
Le plaisir d'évoluer autrement,Henriette Étienne de Gérard,978-0-08-376404-4,Histoire,4,6,Espagnol,539
Le droit de louer plus rapidement,Raymond Tanguy,978-1-163-07083-3,Biographie,10,10,Italien,423
La liberté d'avancer à la pointe,Isabelle Adam,978-0-692-01430-1,Programmation,10,8,Italien,487
Le plaisir d'évoluer de manière sûre,René Le Leleu,978-0-483-65493-8,Histoire,3,4,Italien,212
L'art d'innover à sa source,Gilles-Yves Clément,978-0-87897-420-7,Fiction,4,9,Allemand,472
Le pouvoir de changer en toute tranquilité,Louis-William Torres,978-1-59355-792-8,Thriller,8,1,Italien,242
Le pouvoir de concrétiser vos projets avant-tout,Lucy Le Moulin,978-0-7145-3699-6,Philosophie,10,9,Espagnol,716
Le plaisir de concrétiser vos projets naturellement,Georges Gonzalez,978-0-03-578352-9,Poésie,9,3,Espagnol,249
L'art de louer de manière sûre,Marie Thibault,978-0-08-301589-4,Philosophie,2,6,Français,666
L'assurance d'évoluer en toute tranquilité,Éric Baudry,978-0-7242-7088-0,Biographie,4,10,Allemand,58
L'avantage de rouler naturellement,Adrien de Parent,978-0-273-42949-4,Histoire,1,5,Français,199
L'avantage d'évoluer de manière sûre,Stéphane Baudry,978-0-690-24325-3,Fiction,6,10,Espagnol,156
Le confort de louer naturellement,Philippe Benoit,978-1-62207-957-5,Roman,4,1,Allemand,170
Le plaisir de changer naturellement,Thérèse-Adèle Durand,978-1-06-464915-2,Roman,1,9,Allemand,452
L'avantage d'avancer plus rapidement,Sophie Vaillant,978-1-4202-6259-9,Roman,9,5,Anglais,649
La liberté de louer à sa source,Pénélope Millet,978-1-66625-783-0,Science-Fiction,10,2,Italien,121
L'art d'évoluer autrement,Nicolas-Denis Philippe,978-1-264-71599-2,Fantasy,4,9,Espagnol,675
L'art d'atteindre vos buts autrement,William Rousseau de la Leroux,978-1-4927-7158-6,Science-Fiction,9,9,Espagnol,302
L'assurance d'atteindre vos buts de manière efficace,Tristan Bourgeois,978-0-87330-280-7,Roman,8,7,Espagnol,314
Le pouvoir d'évoluer à la pointe,Daniel Valette,978-0-277-57546-3,Thriller,4,5,Italien,321
La liberté d'évoluer naturellement,Maurice Olivier,978-1-00-855963-9,Biographie,2,3,Français,369
L'avantage d'avancer à la pointe,Claire Blanchet,978-0-686-41316-5,Biographie,3,3,Espagnol,589
Le pouvoir d'avancer en toute tranquilité,Océane Costa,978-1-4994-9175-3,Science-Fiction,5,2,Italien,281
La possibilité d'atteindre vos buts en toute tranquilité,Alexandria de Legendre,978-1-909752-03-0,Poésie,1,6,Italien,667
L'avantage d'avancer à la pointe,Stéphanie Breton du Lambert,978-1-01-084713-7,Philosophie,7,7,Allemand,798
Le plaisir d'évoluer sans soucis,Michelle Jacob-Chartier,978-0-7909-1553-1,Science-Fiction,4,3,Allemand,402
L'art de concrétiser vos projets plus facilement,Victor Delahaye,978-0-7418-6704-9,Roman,8,9,Espagnol,550
L'avantage de louer de manière efficace,Lucy du Maillard,978-0-9836175-0-1,Fantasy,8,3,Anglais,777
Le plaisir d'innover autrement,Michelle Lelièvre Le Pineau,978-0-907999-18-8,Biographie,7,10,Français,676
La liberté de louer plus rapidement,Véronique Maurice,978-0-01-031745-9,Programmation,7,5,Français,452
Le droit d'évoluer de manière efficace,Gilles Thierry,978-0-222-02300-1,Fiction,9,10,Espagnol,285
Le plaisir de changer en toute tranquilité,Lucas Rodrigues,978-0-921901-66-2,Fiction,5,10,Italien,362
Le pouvoir d'évoluer à l'état pur,Charles Pichon,978-1-4288-5600-4,Fiction,2,9,Français,531
Le confort d'avancer naturellement,Yves Peron,978-1-9766-0031-9,Fiction,5,9,Français,177
L'art de louer plus facilement,Vincent Mendès,978-0-08-293369-4,Histoire,4,4,Allemand,785
L'assurance d'innover de manière efficace,Hugues Noël,978-1-344-45004-1,Science-Fiction,9,4,Français,609
Le droit de louer avant-tout,William Rivière,978-1-4229-6462-0,Philosophie,5,10,Espagnol,532
La possibilité d'innover naturellement,Franck François,978-1-171-35756-8,Histoire,8,3,Français,209
La possibilité d'innover autrement,Michel Marty,978-1-08-384646-4,Thriller,1,8,Allemand,380
La possibilité de louer de manière efficace,Léon Da Costa,978-0-12-900514-8,Fantasy,6,9,Espagnol,465
L'avantage d'atteindre vos buts de manière sûre,Christophe-Éric Alexandre,978-1-386-52017-7,Fantasy,3,2,Espagnol,265
L'art de concrétiser vos projets à la pointe,Victor Cohen,978-1-294-55725-8,Programmation,6,7,Français,272
Le plaisir d'atteindre vos buts avant-tout,Bernadette Mendès,978-0-296-46988-0,Roman,4,3,Espagnol,224
L'assurance d'avancer à l'état pur,Augustin Thomas,978-0-693-66976-0,Fantasy,9,10,Espagnol,396
Le confort d'atteindre vos buts avant-tout,Jérôme Leclerc de la Lopes,978-1-69056-080-7,Thriller,9,6,Français,267
Le pouvoir de louer naturellement,Michel Morin,978-0-454-14726-1,Histoire,9,8,Italien,627
Le pouvoir de louer de manière sûre,Alain Baudry,978-1-9840-4169-2,Programmation,8,3,Anglais,773
Le confort de rouler autrement,Étienne de Goncalves,978-1-177-62109-0,Fantasy,2,4,Allemand,353
Le plaisir de changer autrement,Isaac Jacques,978-1-318-95085-0,Science-Fiction,8,2,Anglais,120
Le confort de louer naturellement,Benoît Da Silva,978-0-377-30973-9,Biographie,1,4,Italien,211
Le plaisir d'innover sans soucis,Victoire Boutin,978-1-921771-71-2,Thriller,2,3,Anglais,593
L'assurance de rouler avant-tout,Étienne-Gabriel Dupuy,978-1-5089-8869-4,Poésie,3,8,Italien,98
Le pouvoir de changer à la pointe,Laurence Mace-Marty,978-0-02-061356-5,Philosophie,6,10,Espagnol,201
L'art de concrétiser vos projets naturellement,Virginie du Gosselin,978-1-916547-71-1,Philosophie,7,7,Espagnol,726
L'avantage de concrétiser vos projets autrement,Aimé Guilbert,978-0-478-19318-3,Philosophie,2,3,Français,780
Le droit de concrétiser vos projets en toute tranquilité,Arthur Legros-Garcia,978-0-298-19445-2,Biographie,2,2,Français,456
Le confort de concrétiser vos projets naturellement,Guy Dubois-Monnier,978-0-900210-95-2,Fantasy,4,4,Allemand,364
La possibilité de changer sans soucis,Anastasie Normand,978-0-670-50359-9,Programmation,7,9,Espagnol,334
Le plaisir d'atteindre vos buts avant-tout,Tristan Humbert,978-0-451-04031-2,Programmation,1,2,Français,696
La possibilité d'atteindre vos buts à sa source,Luce Prévost,978-0-644-72784-6,Fantasy,9,2,Français,269
La liberté d'atteindre vos buts à la pointe,Bernard Delahaye,978-0-14-461430-1,Philosophie,8,9,Italien,406
L'avantage de louer en toute tranquilité,Emmanuel De Oliveira,978-0-87695-989-3,Biographie,7,6,Espagnol,317
L'art de changer plus facilement,Emmanuelle Moreno,978-0-629-28074-8,Science-Fiction,7,7,Italien,290
La liberté de rouler avant-tout,Émilie Charles,978-0-525-01053-1,Programmation,9,4,Allemand,103
Le pouvoir d'évoluer plus rapidement,Adrienne Marty du Carpentier,978-0-13-126895-1,Poésie,9,10,Allemand,583
La liberté d'évoluer autrement,Mathilde Giraud-Tessier,978-0-606-81399-0,Science-Fiction,10,7,Français,501
L'assurance d'évoluer autrement,Antoine Bonneau,978-1-79986-675-6,Roman,9,3,Espagnol,258
La liberté de changer plus facilement,Marie Barre Le Perez,978-0-313-15066-1,Science-Fiction,9,8,Anglais,334
L'assurance de concrétiser vos projets plus facilement,Alix Martinez,978-0-512-52721-9,Philosophie,2,2,Français,594
Le pouvoir de louer autrement,François Legros,978-1-903909-61-4,Poésie,9,10,Allemand,572
L'art de concrétiser vos projets en toute tranquilité,Jacques de Denis,978-0-85673-819-7,Poésie,9,7,Italien,326
Le droit d'évoluer plus rapidement,Claude Bonneau,978-1-86298-954-2,Biographie,5,1,Français,595
Le droit de louer plus rapidement,Olivier Alves,978-0-9666292-3-1,Programmation,1,2,Anglais,136
L'avantage de changer de manière sûre,Édouard-Marc Navarro,978-1-06-826616-4,Fantasy,8,2,Italien,640
L'avantage d'évoluer plus rapidement,Amélie Tanguy,978-1-269-13078-3,Poésie,4,7,Espagnol,302
Le droit de louer à l'état pur,Nathalie Laroche,978-0-260-05129-5,Biographie,5,2,Italien,212
Le confort d'atteindre vos buts en toute tranquilité,Adèle Leclercq Le Toussaint,978-1-62014-649-1,Science-Fiction,9,3,Anglais,247
Le plaisir d'avancer plus facilement,Aimée Durand-Marion,978-1-323-57669-4,Programmation,8,1,Allemand,798
La liberté de changer en toute tranquilité,Océane Bousquet de Lévy,978-1-71963-238-6,Fiction,4,2,Espagnol,107
La liberté de rouler naturellement,Julien Potier-Imbert,978-0-7507-2338-1,Thriller,9,3,Italien,104
Le plaisir d'innover à l'état pur,Franck Mary,978-0-05-640685-8,Science-Fiction,6,10,Français,572
La possibilité de concrétiser vos projets naturellement,Christine de Bigot,978-1-65922-634-8,Science-Fiction,8,10,Espagnol,642
L'art d'atteindre vos buts de manière efficace,Alexandre Jacquet Le Chevalier,978-0-8347-1307-9,Fantasy,5,4,Allemand,711
Le plaisir de louer à l'état pur,Honoré-Emmanuel Chauvet,978-0-561-76804-5,Poésie,2,6,Français,686
La liberté d'avancer à l'état pur,Inès Rolland,978-0-573-31329-5,Poésie,5,10,Allemand,424
La liberté de changer plus rapidement,Patrick Buisson Le Weber,978-0-7248-6618-2,Biographie,5,3,Allemand,331
La possibilité de rouler autrement,Claude Adam,978-0-16-527240-5,Thriller,9,7,Anglais,311
Le plaisir de louer avant-tout,Richard Aubry,978-0-506-92555-7,Fantasy,6,7,Anglais,623
La liberté d'atteindre vos buts autrement,Mathilde Baudry,978-0-253-05471-5,Poésie,1,4,Italien,687
L'assurance d'avancer avant-tout,Anouk Lecoq,978-1-4463-2891-0,Programmation,5,2,Anglais,290
L'avantage de concrétiser vos projets plus facilement,Isabelle-Denise Bousquet,978-1-69462-902-9,Biographie,3,10,Français,710
Le confort d'innover avant-tout,Susan Pinto,978-0-528-17321-9,Biographie,8,10,Italien,262
Le confort de rouler à l'état pur,Sébastien Parent,978-0-621-40741-9,Philosophie,7,9,Italien,321
L'assurance de rouler à l'état pur,Thibault Delaunay,978-1-175-81177-6,Fiction,9,9,Italien,119
L'art de changer à sa source,Michel Lévy,978-1-76463-695-7,Histoire,1,8,Espagnol,153
Le plaisir d'avancer en toute tranquilité,Marine Monnier,978-0-508-26939-0,Roman,8,2,Espagnol,324
Le plaisir de concrétiser vos projets à l'état pur,Odette Bouchet,978-0-15-641509-5,Histoire,5,6,Français,383
La possibilité de louer en toute tranquilité,Danielle du Bernard,978-0-8408-0660-4,Biographie,8,2,Français,739
L'assurance d'avancer à sa source,Alexandrie Bertrand,978-1-74888-180-9,Thriller,6,1,Français,308
L'assurance d'atteindre vos buts à sa source,Alex Gaillard,978-0-7586-1398-1,Fiction,1,6,Allemand,262
L'avantage de rouler avant-tout,Vincent Marin,978-1-85307-989-4,Biographie,8,2,Français,311
L'art de changer de manière sûre,Olivier Marty,978-1-70667-332-3,Roman,1,9,Français,277
L'assurance d'atteindre vos buts de manière sûre,Suzanne-Adèle Benoit,978-0-941411-34-9,Fiction,2,8,Italien,556
Le confort d'avancer de manière sûre,Joséphine Descamps,978-0-460-95928-5,Fiction,7,7,Italien,790
L'art de rouler autrement,Françoise Barbe de la Guillet,978-0-506-82094-4,Fantasy,5,6,Français,361
L'avantage d'innover à la pointe,Nathalie Chauvet,978-0-925609-00-7,Fantasy,7,7,Espagnol,368
Le plaisir de changer naturellement,Anouk de Roux,978-1-83068-146-1,Fantasy,2,3,Espagnol,234
Le confort d'innover à la pointe,Aimée Laine,978-1-916264-66-3,Science-Fiction,3,8,Espagnol,334
La possibilité d'avancer plus facilement,Laurent Barbier,978-0-7405-9769-5,Roman,1,1,Allemand,327
L'art d'atteindre vos buts de manière efficace,Alix Colin,978-1-80233-602-3,Philosophie,10,9,Français,119
Le pouvoir de concrétiser vos projets sans soucis,Maurice Legendre,978-0-684-17609-3,Poésie,9,3,Français,285
La liberté de louer à l'état pur,Patrick Samson,978-0-7690-3130-9,Fiction,9,2,Allemand,524
Le plaisir de louer à l'état pur,Odette-Dorothée Maillard,978-1-914495-86-1,Fantasy,6,2,Allemand,786
L'art d'avancer en toute tranquilité,Margot Bouvet,978-0-558-84804-0,Thriller,3,9,Espagnol,493
Le confort d'atteindre vos buts de manière sûre,Louis Da Silva,978-0-312-50993-4,Programmation,10,1,Allemand,281
Le plaisir d'évoluer avant-tout,Julien Mercier de la Le Gall,978-1-00-324067-9,Histoire,8,1,Français,111
La liberté d'évoluer sans soucis,Anastasie Pineau du Hubert,978-0-504-43999-5,Fiction,9,5,Allemand,395
L'art de concrétiser vos projets autrement,Matthieu Bègue,978-0-522-65494-3,Fiction,8,3,Français,623
Le pouvoir de changer sans soucis,Frédérique Leroux-Collet,978-0-7538-9604-4,Programmation,6,6,Espagnol,282
L'assurance d'atteindre vos buts naturellement,Théophile Turpin,978-1-4945-3258-1,Programmation,7,10,Français,312
L'avantage de rouler sans soucis,Amélie Besson du Voisin,978-0-276-58459-6,Histoire,7,1,Italien,406
La possibilité de rouler à sa source,Denise-Constance Becker,978-1-07-048918-6,Programmation,8,9,Anglais,196
L'art de changer avant-tout,Adrienne Lopez,978-1-158-24859-9,Fiction,9,4,Espagnol,98
L'art d'atteindre vos buts plus rapidement,Aurélie Antoine-Bouvet,978-1-4320-9806-3,Philosophie,7,6,Italien,361
Le pouvoir d'innover sans soucis,Olivie Brun-Richard,978-0-8264-1523-3,Histoire,3,2,Italien,532
La liberté de concrétiser vos projets à la pointe,Augustin Chrétien,978-1-83057-364-3,Fiction,5,7,Français,79
Le droit d'innover plus rapidement,Augustin Chauveau,978-1-881545-38-5,Roman,1,5,Français,89
L'assurance d'évoluer avant-tout,Brigitte Ruiz de la Masson,978-1-965586-04-4,Poésie,10,5,Espagnol,393
Le pouvoir de rouler à sa source,Pierre Baudry-Lemoine,978-0-19-750411-6,Science-Fiction,5,1,Allemand,220
L'art d'avancer à l'état pur,Benjamin de la Jacques,978-1-77067-468-4,Fiction,2,6,Anglais,570
Le confort d'évoluer de manière sûre,Vincent Noël,978-0-424-57503-2,Roman,2,7,Français,434
Le pouvoir de changer à la pointe,Chantal Le Moreau,978-1-75615-460-5,Fiction,5,7,Italien,300
L'art de louer sans soucis,Zoé Wagner,978-1-996137-35-2,Fantasy,2,6,Espagnol,100
Le confort de concrétiser vos projets de manière sûre,Alphonse Tessier-David,978-0-319-89963-2,Roman,9,10,Allemand,248
La liberté d'évoluer en toute tranquilité,Joséphine-Aimée Maréchal,978-0-309-59283-3,Philosophie,5,5,Allemand,711
Le confort d'innover de manière sûre,Paul Gomes,978-1-4451-5271-4,Thriller,3,1,Italien,230
Le confort de concrétiser vos projets autrement,Édouard Perrier,978-0-637-71330-6,Fiction,10,8,Anglais,119
Le pouvoir d'atteindre vos buts à sa source,Josette Bigot-Grondin,978-0-518-13666-8,Poésie,10,7,Anglais,396
Le droit d'atteindre vos buts de manière sûre,Daniel-Maurice Guérin,978-0-19-130266-4,Fantasy,2,5,Italien,367
Le confort d'évoluer autrement,Andrée Munoz,978-1-72512-390-8,Fantasy,8,5,Anglais,308
La liberté de louer autrement,Michel-Zacharie Vasseur,978-1-58627-392-7,Roman,8,4,Allemand,382
L'avantage d'innover plus rapidement,Grégoire de Rolland,978-1-58566-734-5,Philosophie,6,3,Espagnol,683
L'assurance de louer à l'état pur,Martine Marchand-Moreau,978-1-5034-6485-8,Roman,6,10,Français,92
Le pouvoir de concrétiser vos projets autrement,Arnaude Michaud,978-1-302-97847-1,Biographie,3,6,Espagnol,653
Le confort de rouler à la pointe,Jean de la Dumas,978-1-149-36310-2,Fantasy,3,4,Italien,489
L'avantage de changer autrement,Éric Monnier-Maillet,978-1-85461-136-9,Histoire,9,10,Espagnol,697
La possibilité de concrétiser vos projets à l'état pur,Jean Deschamps,978-1-80018-536-4,Roman,5,3,Français,796
La liberté d'évoluer à la pointe,Philippe Imbert-Charpentier,978-0-87897-952-3,Biographie,7,10,Italien,761
La liberté de changer à sa source,Lorraine Alexandre-Masse,978-1-906846-00-8,Poésie,2,2,Espagnol,376
Le pouvoir de louer à l'état pur,Nicolas Richard,978-1-232-82558-6,Programmation,8,9,Anglais,613
La liberté d'atteindre vos buts autrement,Alice Schmitt,978-1-69653-492-5,Philosophie,10,5,Espagnol,788
La possibilité de concrétiser vos projets à la pointe,Aurélie Guillou-Laporte,978-1-69594-024-6,Histoire,6,4,Français,260
L'assurance de changer sans soucis,Laurent Fouquet,978-1-79566-779-1,Histoire,1,8,Allemand,315
L'avantage d'évoluer naturellement,Dominique Peltier du Fernandez,978-1-327-80665-0,Fiction,3,4,Espagnol,400
L'avantage d'avancer en toute tranquilité,Sophie Camus,978-1-09-532475-2,Histoire,3,5,Allemand,334
La possibilité de concrétiser vos projets sans soucis,Zoé Pelletier,978-1-09-174817-0,Fantasy,2,5,Allemand,97
L'avantage d'innover autrement,Stéphanie-Sophie Blondel,978-0-498-98796-0,Histoire,9,10,Espagnol,52
Le plaisir d'avancer de manière sûre,Étienne Besnard Le Lefebvre,978-0-8402-7173-0,Science-Fiction,8,2,Allemand,135
L'art de rouler à l'état pur,Alphonse Breton,978-0-7151-3172-5,Thriller,2,9,Italien,114
Le pouvoir d'avancer de manière sûre,Anaïs Clément de Maillard,978-1-334-05401-3,Thriller,5,8,Allemand,773
L'avantage d'avancer plus rapidement,Alain Valentin-Schmitt,978-1-312-01115-1,Fiction,2,7,Anglais,419
Le plaisir de changer à sa source,Océane du Berger,978-1-62745-944-0,Thriller,9,7,Italien,173
La liberté d'innover sans soucis,Paul Berger,978-1-226-67368-1,Fiction,3,3,Allemand,571
L'art de changer en toute tranquilité,Céline Dupuy du Pierre,978-0-03-244551-2,Roman,8,8,Italien,548
L'assurance de rouler naturellement,Lorraine Andre,978-0-8448-0233-6,Science-Fiction,2,1,Anglais,565
Le confort d'avancer en toute tranquilité,Gilles Didier,978-0-343-35250-9,Fiction,9,7,Italien,662
La liberté de changer à sa source,Adélaïde Meyer de Chauvet,978-0-12-834352-4,Poésie,4,7,Italien,99
Le droit de changer naturellement,Guy Philippe,978-0-306-13177-6,Fiction,1,10,Italien,399
La possibilité de rouler de manière sûre,Brigitte Mace,978-1-81347-044-0,Fiction,10,4,Allemand,748
L'assurance de concrétiser vos projets à sa source,Alexandrie Maillard,978-1-168-85017-1,Roman,6,2,Italien,295
L'avantage de rouler de manière efficace,Nathalie Grondin,978-1-09-377377-4,Biographie,1,9,Espagnol,770
La liberté d'évoluer de manière efficace,Antoinette Perrin,978-0-7196-7126-5,Fantasy,3,2,Espagnol,311
